MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
503,FAIL
504,EXC
505,LIVE
506,EXC
507,FAIL
508,FAIL
509,EXC
510,LIVE
511,EXC
512,FAIL
513,FAIL
514,FAIL
515,FAIL
516,FAIL
517,FAIL
518,FAIL
519,LIVE
520,EXC
521,FAIL
522,LIVE
523,EXC
524,LIVE
525,LIVE
526,EXC
527,LIVE
528,LIVE
529,EXC
530,LIVE
531,LIVE
532,EXC
533,LIVE
534,LIVE
535,EXC
536,LIVE
537,FAIL
538,FAIL
539,LIVE
540,EXC
541,LIVE
542,FAIL
543,EXC
544,FAIL
545,FAIL
546,FAIL
547,EXC
548,FAIL
549,EXC
550,EXC
551,EXC
552,FAIL
553,LIVE
554,LIVE
555,FAIL
556,LIVE
557,LIVE
558,LIVE
559,LIVE
560,LIVE
561,FAIL
562,LIVE
563,LIVE
564,LIVE
565,FAIL
566,EXC
567,LIVE
568,EXC
569,FAIL
570,FAIL
571,EXC
572,LIVE
573,EXC
574,FAIL
575,FAIL
576,FAIL
577,FAIL
578,LIVE
579,LIVE
580,FAIL
581,LIVE
582,LIVE
583,FAIL
584,LIVE
585,FAIL
586,LIVE
587,LIVE
588,EXC
589,FAIL
590,FAIL
591,LIVE
592,FAIL
593,EXC
594,FAIL
595,FAIL
596,EXC
597,FAIL
598,FAIL
599,EXC
600,FAIL
601,FAIL
602,EXC
603,FAIL
604,FAIL
605,FAIL
606,FAIL
607,EXC
608,EXC
609,EXC
610,FAIL
611,FAIL
612,EXC
613,LIVE
614,EXC
615,FAIL
616,FAIL
617,LIVE
618,FAIL
619,FAIL
620,FAIL
621,FAIL
622,FAIL
623,LIVE
624,LIVE
625,LIVE
626,LIVE
627,LIVE
628,LIVE
629,LIVE
630,LIVE
631,FAIL
632,EXC
633,FAIL
634,FAIL
635,LIVE
636,FAIL
637,EXC
638,FAIL
639,FAIL
640,EXC
641,FAIL
642,LIVE
643,LIVE
644,LIVE
645,FAIL
646,FAIL
647,LIVE
648,FAIL
649,LIVE
650,FAIL
651,FAIL
652,LIVE
653,FAIL
654,FAIL
655,FAIL
656,EXC
657,EXC
658,EXC
659,FAIL
660,FAIL
661,FAIL
662,FAIL
663,FAIL
664,FAIL
665,FAIL
666,FAIL
667,FAIL
668,FAIL
669,FAIL
670,FAIL
671,FAIL
672,LIVE
673,FAIL
674,FAIL
675,LIVE
676,EXC
677,EXC
678,EXC
679,LIVE
680,FAIL
681,FAIL
682,EXC
683,EXC
684,EXC
685,EXC
686,EXC
687,FAIL
688,FAIL
689,EXC
690,EXC
691,LIVE
692,EXC
693,EXC
694,EXC
695,EXC
696,EXC
697,FAIL
698,EXC
699,EXC
700,EXC
701,FAIL
702,EXC
703,LIVE
704,EXC
705,FAIL
706,FAIL
707,EXC
708,LIVE
709,EXC
710,FAIL
711,FAIL
712,FAIL
713,FAIL
714,FAIL
715,FAIL
716,FAIL
717,LIVE
718,EXC
719,FAIL
720,LIVE
721,EXC
722,LIVE
723,LIVE
724,EXC
725,LIVE
726,LIVE
727,EXC
728,LIVE
729,LIVE
730,EXC
731,LIVE
732,LIVE
733,EXC
734,LIVE
735,FAIL
736,FAIL
737,LIVE
738,EXC
739,LIVE
740,FAIL
741,EXC
742,FAIL
743,FAIL
744,FAIL
745,LIVE
746,EXC
747,EXC
748,EXC
749,LIVE
750,FAIL
751,FAIL
752,EXC
753,EXC
754,EXC
755,EXC
756,EXC
757,FAIL
758,FAIL
759,EXC
760,LIVE
761,EXC
762,FAIL
763,EXC
764,FAIL
765,LIVE
766,FAIL
767,LIVE
768,FAIL
769,LIVE
770,FAIL
771,LIVE
772,FAIL
773,FAIL
774,FAIL
775,FAIL
776,EXC
777,EXC
778,EXC
779,EXC
780,EXC
781,FAIL
782,FAIL
783,EXC
784,LIVE
785,EXC
786,FAIL
787,EXC
788,FAIL
789,LIVE
790,LIVE
791,FAIL
792,FAIL
793,EXC
794,FAIL
795,FAIL
796,FAIL
797,FAIL
798,FAIL
799,FAIL
800,FAIL
801,FAIL
802,FAIL
803,FAIL
804,LIVE
805,EXC
806,FAIL
807,LIVE
808,EXC
809,FAIL
810,EXC
811,EXC
812,FAIL
813,LIVE
814,EXC
815,EXC
816,LIVE
817,FAIL
818,FAIL
819,LIVE
820,FAIL
821,FAIL
822,FAIL
823,FAIL
824,FAIL
825,FAIL
826,FAIL
827,LIVE
828,LIVE
829,FAIL
830,FAIL
831,LIVE
832,FAIL
833,FAIL
834,FAIL
835,FAIL
836,FAIL
837,LIVE
838,EXC
839,EXC
840,FAIL
841,LIVE
842,EXC
843,LIVE
844,LIVE
845,FAIL
846,LIVE
847,EXC
848,EXC
849,EXC
850,EXC
851,LIVE
852,EXC
853,FAIL
854,LIVE
855,EXC
856,EXC
857,EXC
858,EXC
859,FAIL
860,LIVE
861,EXC
862,FAIL
863,LIVE
864,EXC
865,LIVE
866,EXC
867,FAIL
868,EXC
869,EXC
870,FAIL
871,LIVE
872,EXC
873,FAIL
874,LIVE
875,EXC
876,LIVE
877,EXC
878,FAIL
879,EXC
880,FAIL
881,EXC
882,EXC
883,EXC
884,LIVE
885,EXC
886,FAIL
887,LIVE
888,EXC
889,FAIL
890,LIVE
891,EXC
892,LIVE
893,EXC
894,EXC
895,FAIL
896,LIVE
897,EXC
898,FAIL
899,LIVE
900,EXC
901,FAIL
902,EXC
903,EXC
904,EXC
905,EXC
906,EXC
907,EXC
908,LIVE
909,EXC
910,FAIL
911,EXC
912,EXC
913,EXC
914,EXC
915,EXC
916,EXC
917,EXC
918,FAIL
919,FAIL
920,FAIL
921,LIVE
922,FAIL
923,LIVE
924,LIVE
925,FAIL
926,EXC
927,FAIL
928,EXC
929,FAIL
930,FAIL
931,EXC
932,LIVE
933,FAIL
934,FAIL
935,FAIL
936,FAIL
937,FAIL
938,FAIL
939,EXC
940,EXC
941,EXC
942,FAIL
943,LIVE
944,FAIL
945,EXC
946,FAIL
947,EXC
948,FAIL
949,FAIL
950,EXC
951,FAIL
952,LIVE
953,FAIL
954,FAIL
955,FAIL
956,LIVE
957,LIVE
958,LIVE
959,FAIL
960,LIVE
961,LIVE
962,LIVE
963,LIVE
964,FAIL
965,FAIL
966,FAIL
967,EXC
968,FAIL
969,FAIL
970,EXC
971,EXC
972,LIVE
973,EXC
974,EXC
975,FAIL
976,EXC
977,EXC
978,EXC
979,EXC
980,FAIL
981,FAIL
982,LIVE
983,LIVE
984,EXC
985,EXC
986,EXC
987,EXC
988,FAIL
989,LIVE
990,EXC
991,EXC
992,FAIL
993,EXC
994,EXC
995,EXC
996,LIVE
997,EXC
998,EXC
999,EXC
1000,TIME
1001,EXC
1002,EXC
1003,EXC
1004,EXC
1005,EXC
1006,LIVE
1007,FAIL
1008,EXC
1009,FAIL
1010,LIVE
1011,EXC
1012,LIVE
1013,LIVE
1014,LIVE
1015,LIVE
1016,LIVE
1017,EXC
1018,EXC
1019,TIME
1020,FAIL
1021,EXC
1022,TIME
1023,FAIL
1024,LIVE
1025,EXC
1026,EXC
1027,LIVE
1028,EXC
1029,EXC
1030,TIME
1031,LIVE
1032,FAIL
1033,TIME
1034,TIME
1035,FAIL
1036,EXC
1037,LIVE
1038,FAIL
1039,FAIL
1040,LIVE
1041,FAIL
1042,FAIL
1043,FAIL
1044,LIVE
1045,FAIL
1046,FAIL
1047,FAIL
1048,UNCOV
1049,UNCOV
1050,UNCOV
1051,FAIL
1052,EXC
1053,LIVE
1054,LIVE
1055,LIVE
1056,FAIL
1057,LIVE
1058,EXC
1059,LIVE
1060,LIVE
1061,EXC
1062,FAIL
1063,FAIL
1064,FAIL
1065,FAIL
1066,EXC
1067,LIVE
1068,LIVE
1069,LIVE
1070,TIME
1071,FAIL
1072,TIME
1073,LIVE
1074,FAIL
1075,LIVE
1076,TIME
1077,FAIL
1078,LIVE
1079,FAIL
1080,FAIL
1081,FAIL
1082,FAIL
1083,FAIL
1084,FAIL
1085,FAIL
1086,FAIL
1087,FAIL
1088,FAIL
1089,FAIL
1090,TIME
1091,FAIL
1092,TIME
1093,FAIL
1094,TIME
1095,FAIL
1096,FAIL
1097,FAIL
1098,FAIL
1099,FAIL
1100,FAIL
1101,FAIL
1102,FAIL
1103,FAIL
1104,FAIL
1105,FAIL
1106,TIME
1107,TIME
1108,TIME
1109,TIME
1110,TIME
1111,FAIL
1112,TIME
1113,LIVE
1114,FAIL
1115,FAIL
1116,FAIL
1117,EXC
1118,LIVE
1119,LIVE
1120,LIVE
1121,FAIL
1122,LIVE
1123,FAIL
1124,EXC
1125,FAIL
1126,EXC
1127,FAIL
1128,LIVE
1129,LIVE
1130,EXC
1131,FAIL
1132,FAIL
1133,FAIL
1134,FAIL
1135,FAIL
1136,FAIL
1137,FAIL
1138,FAIL
1139,FAIL
1140,FAIL
1141,FAIL
1142,FAIL
1143,FAIL
1144,TIME
1145,LIVE
1146,LIVE
1147,FAIL
1148,FAIL
1149,TIME
1150,LIVE
1151,FAIL
1152,LIVE
1153,FAIL
1154,LIVE
1155,FAIL
1156,FAIL
1157,FAIL
1158,FAIL
1159,LIVE
1160,FAIL
1161,FAIL
1162,FAIL
1163,EXC
1164,LIVE
1165,LIVE
1166,LIVE
1167,FAIL
1168,LIVE
1169,FAIL
1170,FAIL
1171,FAIL
1172,EXC
1173,FAIL
1174,EXC
1175,FAIL
1176,LIVE
1177,EXC
1178,EXC
1179,EXC
1180,FAIL
1181,FAIL
1182,FAIL
1183,FAIL
1184,FAIL
1185,FAIL
1186,FAIL
1187,FAIL
1188,FAIL
1189,FAIL
1190,FAIL
1191,FAIL
1192,FAIL
1193,EXC
1194,EXC
1195,FAIL
1196,EXC
1197,EXC
1198,TIME
1199,LIVE
1200,LIVE
1201,FAIL
1202,FAIL
1203,TIME
1204,LIVE
1205,LIVE
1206,LIVE
1207,LIVE
1208,LIVE
1209,EXC
1210,EXC
1211,EXC
1212,EXC
1213,FAIL
1214,FAIL
1215,FAIL
1216,FAIL
1217,FAIL
1218,FAIL
1219,FAIL
1220,FAIL
1221,FAIL
1222,FAIL
1223,FAIL
1224,FAIL
1225,FAIL
1226,FAIL
1227,EXC
1228,EXC
1229,FAIL
1230,EXC
1231,EXC
1232,TIME
1233,LIVE
1234,LIVE
1235,FAIL
1236,FAIL
1237,TIME
1238,EXC
1239,EXC
1240,FAIL
1241,FAIL
1242,FAIL
1243,LIVE
1244,FAIL
1245,FAIL
1246,FAIL
1247,FAIL
1248,FAIL
1249,FAIL
1250,FAIL
1251,FAIL
1252,FAIL
1253,FAIL
1254,FAIL
1255,FAIL
1256,EXC
1257,EXC
1258,FAIL
1259,EXC
1260,EXC
1261,TIME
1262,LIVE
1263,LIVE
1264,FAIL
1265,FAIL
1266,TIME
1267,EXC
1268,FAIL
1269,EXC
1270,FAIL
1271,LIVE
1272,FAIL
1273,FAIL
1274,EXC
1275,FAIL
1276,FAIL
1277,FAIL
1278,EXC
1279,EXC
1280,EXC
1281,FAIL
1282,EXC
1283,FAIL
1284,EXC
1285,LIVE
1286,EXC
1287,LIVE
1288,LIVE
1289,EXC
1290,LIVE
1291,LIVE
1292,EXC
1293,FAIL
1294,FAIL
1295,FAIL
1296,FAIL
1297,LIVE
1298,LIVE
1299,FAIL
1300,LIVE
1301,FAIL
1302,LIVE
1303,FAIL
1304,LIVE
1305,FAIL
1306,FAIL
1307,FAIL
1308,FAIL
1309,FAIL
1310,FAIL
1311,FAIL
1312,FAIL
1313,EXC
1314,FAIL
1315,FAIL
1316,FAIL
1317,FAIL
1318,LIVE
1319,FAIL
1320,EXC
1321,FAIL
1322,LIVE
1323,EXC
1324,FAIL
1325,FAIL
1326,EXC
1327,EXC
1328,EXC
1329,EXC
1330,FAIL
1331,FAIL
1332,FAIL
1333,FAIL
1334,EXC
1335,EXC
1336,FAIL
1337,FAIL
1338,EXC
1339,FAIL
1340,EXC
1341,LIVE
1342,EXC
1343,FAIL
1344,LIVE
1345,EXC
1346,FAIL
1347,LIVE
1348,LIVE
1349,EXC
1350,FAIL
1351,LIVE
1352,EXC
1353,LIVE
1354,LIVE
1355,EXC
1356,LIVE
1357,LIVE
1358,EXC
1359,FAIL
1360,LIVE
1361,FAIL
1362,FAIL
1363,FAIL
1364,FAIL
1365,FAIL
1366,EXC
1367,FAIL
1368,EXC
1369,LIVE
1370,FAIL
1371,FAIL
1372,EXC
1373,FAIL
1374,LIVE
1375,EXC
1376,FAIL
1377,LIVE
1378,LIVE
1379,EXC
1380,FAIL
1381,LIVE
1382,EXC
1383,LIVE
1384,LIVE
1385,EXC
1386,LIVE
1387,LIVE
1388,EXC
1389,FAIL
1390,LIVE
1391,FAIL
1392,FAIL
1393,FAIL
1394,FAIL
1395,FAIL
1396,EXC
1397,FAIL
1398,EXC
1399,FAIL
1400,LIVE
1401,LIVE
1402,EXC
1403,LIVE
1404,FAIL
1405,FAIL
1406,LIVE
1407,FAIL
1408,EXC
1409,FAIL
1410,EXC
1411,FAIL
1412,LIVE
1413,LIVE
1414,EXC
1415,LIVE
1416,FAIL
1417,FAIL
1418,FAIL
1419,LIVE
1420,FAIL
1421,EXC
1422,EXC
1423,EXC
1424,EXC
1425,EXC
1426,EXC
1427,EXC
1428,EXC
1429,LIVE
1430,EXC
1431,EXC
1432,EXC
1433,EXC
1434,EXC
1435,EXC
1436,LIVE
1437,LIVE
1438,EXC
1439,EXC
1440,EXC
1441,EXC
1442,EXC
1443,FAIL
1444,FAIL
1445,FAIL
1446,EXC
1447,LIVE
1448,LIVE
1449,FAIL
1450,FAIL
1451,FAIL
1452,EXC
1453,EXC
1454,EXC
1455,FAIL
1456,FAIL
1457,FAIL
1458,FAIL
1459,EXC
1460,FAIL
1461,FAIL
1462,EXC
1463,FAIL
1464,EXC
1465,LIVE
1466,LIVE
1467,FAIL
1468,FAIL
1469,FAIL
1470,FAIL
1471,EXC
1472,FAIL
1473,EXC
1474,EXC
1475,FAIL
1476,LIVE
1477,LIVE
1478,LIVE
1479,FAIL
1480,FAIL
1481,FAIL
1482,FAIL
1483,LIVE
1484,EXC
1485,LIVE
1486,EXC
1487,FAIL
1488,EXC
1489,EXC
1490,FAIL
1491,EXC
1492,EXC
1493,FAIL
1494,LIVE
1495,FAIL
1496,FAIL
1497,FAIL
1498,FAIL
1499,EXC
1500,FAIL
1501,FAIL
1502,FAIL
1503,FAIL
1504,EXC
1505,FAIL
1506,EXC
1507,FAIL
1508,EXC
1509,EXC
1510,EXC
1511,EXC
1512,FAIL
1513,FAIL
1514,FAIL
1515,FAIL
1516,FAIL
1517,FAIL
1518,LIVE
1519,FAIL
1520,EXC
1521,FAIL
1522,FAIL
1523,EXC
1524,LIVE
1525,FAIL
1526,FAIL
1527,LIVE
1528,LIVE
1529,LIVE
1530,LIVE
1531,LIVE
1532,EXC
1533,LIVE
1534,LIVE
1535,EXC
1536,LIVE
1537,EXC
1538,EXC
1539,LIVE
1540,LIVE
1541,LIVE
1542,LIVE
1543,LIVE
1544,LIVE
1545,EXC
1546,LIVE
1547,LIVE
1548,LIVE
1549,LIVE
1550,LIVE
1551,LIVE
1552,LIVE
1553,LIVE
1554,EXC
1555,LIVE
1556,EXC
1557,EXC
1558,FAIL
1559,LIVE
1560,EXC
1561,FAIL
1562,TIME
1563,TIME
1564,TIME
1565,TIME
1566,TIME
1567,FAIL
1568,FAIL
1569,FAIL
1570,FAIL
1571,FAIL
1572,EXC
1573,FAIL
1574,EXC
1575,LIVE
1576,EXC
1577,EXC
1578,LIVE
1579,LIVE
1580,FAIL
1581,EXC
1582,LIVE
1583,LIVE
1584,FAIL
1585,LIVE
1586,EXC
1587,LIVE
1588,EXC
1589,FAIL
1590,EXC
1591,LIVE
1592,EXC
1593,EXC
1594,FAIL
1595,FAIL
1596,LIVE
1597,FAIL
1598,LIVE
1599,EXC
1600,LIVE
1601,EXC
1602,FAIL
1603,EXC
1604,EXC
1605,EXC
1606,EXC
1607,FAIL
1608,FAIL
1609,LIVE
1610,FAIL
1611,LIVE
1612,EXC
1613,LIVE
1614,EXC
1615,FAIL
1616,EXC
1617,LIVE
1618,EXC
1619,EXC
1620,EXC
1621,LIVE
1622,LIVE
1623,EXC
1624,EXC
1625,EXC
1626,LIVE
1627,LIVE
1628,FAIL
1629,EXC
1630,LIVE
1631,EXC
1632,FAIL
1633,EXC
1634,LIVE
1635,EXC
1636,LIVE
1637,FAIL
1638,FAIL
1639,LIVE
1640,FAIL
1641,LIVE
1642,EXC
1643,LIVE
1644,EXC
1645,FAIL
1646,FAIL
1647,LIVE
1648,FAIL
1649,EXC
1650,FAIL
1651,FAIL
1652,FAIL
1653,FAIL
1654,LIVE
1655,FAIL
1656,FAIL
1657,LIVE
1658,LIVE
1659,FAIL
1660,FAIL
1661,LIVE
1662,FAIL
1663,FAIL
1664,FAIL
1665,LIVE
1666,LIVE
1667,LIVE
1668,LIVE
1669,FAIL
1670,FAIL
1671,FAIL
1672,EXC
1673,FAIL
1674,EXC
1675,LIVE
1676,FAIL
1677,EXC
1678,LIVE
1679,EXC
1680,LIVE
1681,LIVE
1682,LIVE
1683,EXC
1684,EXC
1685,LIVE
1686,LIVE
1687,EXC
1688,LIVE
1689,EXC
1690,LIVE
1691,LIVE
1692,LIVE
1693,LIVE
1694,LIVE
1695,LIVE
1696,LIVE
1697,LIVE
1698,LIVE
1699,LIVE
1700,LIVE
1701,LIVE
1702,LIVE
1703,LIVE
1704,LIVE
1705,LIVE
1706,LIVE
1707,LIVE
1708,EXC
1709,LIVE
1710,LIVE
1711,LIVE
1712,LIVE
1713,LIVE
1714,LIVE
1715,EXC
1716,LIVE
1717,LIVE
1718,EXC
1719,FAIL
1720,EXC
1721,FAIL
1722,LIVE
1723,EXC
1724,LIVE
1725,FAIL
1726,FAIL
1727,FAIL
1728,FAIL
1729,TIME
1730,TIME
1731,EXC
1732,TIME
1733,TIME
1734,EXC
1735,EXC
1736,EXC
1737,LIVE
1738,LIVE
1739,LIVE
1740,LIVE
1741,LIVE
1742,LIVE
1743,FAIL
1744,EXC
1745,LIVE
1746,EXC
1747,FAIL
1748,LIVE
1749,LIVE
1750,LIVE
1751,LIVE
1752,FAIL
1753,FAIL
1754,LIVE
1755,FAIL
1756,LIVE
1757,LIVE
1758,LIVE
1759,LIVE
1760,FAIL
1761,FAIL
1762,LIVE
1763,FAIL
1764,LIVE
1765,FAIL
1766,FAIL
1767,FAIL
1768,FAIL
1769,LIVE
1770,FAIL
1771,FAIL
1772,LIVE
1773,LIVE
1774,FAIL
1775,FAIL
1776,LIVE
1777,FAIL
1778,FAIL
1779,FAIL
1780,LIVE
1781,FAIL
1782,LIVE
1783,FAIL
1784,FAIL
1785,FAIL
1786,FAIL
1787,EXC
1788,LIVE
1789,EXC
1790,FAIL
1791,FAIL
1792,FAIL
1793,EXC
1794,EXC
1795,EXC
1796,EXC
1797,EXC
1798,EXC
1799,EXC
1800,EXC
1801,EXC
1802,EXC
1803,EXC
1804,FAIL
1805,EXC
1806,EXC
1807,FAIL
1808,FAIL
1809,EXC
1810,LIVE
1811,EXC
1812,FAIL
1813,FAIL
1814,EXC
1815,FAIL
1816,FAIL
1817,EXC
1818,FAIL
1819,FAIL
1820,LIVE
1821,EXC
1822,FAIL
1823,FAIL
1824,FAIL
1825,FAIL
1826,FAIL
1827,EXC
1828,EXC
1829,EXC
1830,LIVE
1831,EXC
1832,FAIL
1833,LIVE
1834,EXC
1835,FAIL
1836,EXC
1837,EXC
1838,FAIL
1839,LIVE
1840,EXC
1841,EXC
1842,LIVE
1843,EXC
1844,FAIL
1845,LIVE
1846,EXC
1847,FAIL
1848,EXC
1849,EXC
1850,FAIL
1851,LIVE
1852,EXC
1853,EXC
1854,FAIL
1855,LIVE
1856,FAIL
1857,FAIL
1858,FAIL
1859,EXC
1860,LIVE
1861,EXC
1862,EXC
1863,EXC
1864,LIVE
1865,LIVE
1866,EXC
1867,EXC
1868,LIVE
1869,EXC
1870,EXC
1871,LIVE
1872,EXC
1873,LIVE
1874,LIVE
1875,EXC
1876,LIVE
1877,EXC
1878,EXC
1879,EXC
1880,FAIL
1881,EXC
1882,EXC
1883,LIVE
1884,FAIL
1885,EXC
1886,EXC
1887,EXC
1888,LIVE
1889,FAIL
1890,FAIL
1891,LIVE
1892,FAIL
1893,FAIL
1894,FAIL
1895,FAIL
1896,FAIL
1897,EXC
1898,EXC
1899,FAIL
1900,EXC
1901,EXC
1902,EXC
1903,LIVE
1904,FAIL
1905,FAIL
1906,FAIL
1907,EXC
1908,FAIL
1909,FAIL
1910,EXC
1911,FAIL
1912,FAIL
1913,FAIL
1914,FAIL
1915,FAIL
1916,FAIL
1917,LIVE
1918,FAIL
1919,FAIL
1920,FAIL
1921,EXC
1922,EXC
1923,EXC
1924,EXC
1925,FAIL
1926,LIVE
1927,EXC
1928,EXC
1929,EXC
1930,FAIL
1931,EXC
1932,EXC
1933,EXC
1934,EXC
1935,EXC
1936,LIVE
1937,LIVE
1938,FAIL
1939,EXC
1940,EXC
1941,FAIL
1942,EXC
1943,EXC
1944,EXC
