method_id,project,bug_id,version_key,class_fqn,method_name,start_line,end_line,loc,num_params,num_local_vars,num_method_calls,num_arith_ops,num_rel_ops,num_logical_ops,num_literals,num_nodes,num_edges,cyclomatic_complexity,num_conditions,num_branches,num_joins,num_loops,num_returns,max_nesting_depth,branch_ratio,has_loop,has_branching,num_unique_lines,num_total_mutants,num_killed,num_survived,num_excluded,mutation_score,frac_ROR,frac_AOR,frac_LOR,frac_COR,frac_SOR,frac_ORU,frac_LVR,frac_STD,mutation_score_bin
Lang-49f_org.apache.commons.lang.math.Fraction_negate_506,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,negate,506,512,4,0,0,4,1,1,0,1,4,4,2,1,1,1,0,1,1,0.25,0,1,3,4,4,0,0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,high
Lang-49f_org.apache.commons.lang.math.Fraction_abs_523,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,abs,523,528,4,0,0,3,0,1,0,1,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,5,2,3,0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,low
Lang-49f_org.apache.commons.lang.math.Fraction_pow_542,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,pow,542,560,15,1,1,15,6,5,0,9,12,11,1,5,9,4,4,6,5,0.75,1,1,12,51,37,14,0,0.7254901960784313,0.27450980392156865,0.3137254901960784,0.0,0.0,0.0,0.0784313725490196,0.3333333333333333,0.0,low
Lang-49f_org.apache.commons.lang.math.Fraction_multiplyBy_785,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,multiplyBy,785,799,10,1,2,9,4,3,1,3,8,8,2,2,2,1,0,2,2,0.25,0,1,7,31,26,5,0,0.8387096774193549,0.22580645161290322,0.5161290322580645,0.0,0.12903225806451613,0.0,0.0,0.12903225806451613,0.0,medium
Lang-49f_org.apache.commons.lang.math.Fraction_mulAndCheck_628,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,mulAndCheck,628,635,6,2,2,4,1,2,1,1,5,5,2,1,1,1,0,1,1,0.2,0,1,4,13,11,2,0,0.8461538461538461,0.46153846153846156,0.3076923076923077,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,medium
Lang-49f_org.apache.commons.lang.math.Fraction_mulPosAndCheck_646,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,mulPosAndCheck,646,653,5,2,2,4,1,1,0,1,5,5,2,1,1,1,0,1,1,0.2,0,1,4,7,6,1,0,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,medium
Lang-49f_org.apache.commons.lang.math.Fraction_addAndCheck_664,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,addAndCheck,664,671,6,2,2,4,1,2,1,1,5,5,2,1,1,1,0,1,1,0.2,0,1,4,13,12,1,0,0.9230769230769231,0.46153846153846156,0.3076923076923077,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,medium
Lang-49f_org.apache.commons.lang.math.Fraction_subAndCheck_682,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,subAndCheck,682,689,6,2,2,4,1,2,1,1,5,5,2,1,1,1,0,1,1,0.2,0,1,4,13,11,2,0,0.8461538461538461,0.46153846153846156,0.3076923076923077,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,medium
Lang-49f_org.apache.commons.lang.math.Fraction_add_701,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,add,701,703,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-49f_org.apache.commons.lang.math.Fraction_addSub_729,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,addSub,729,773,28,2,10,34,4,6,0,7,22,23,3,5,5,2,0,4,5,0.2273,0,1,21,48,43,5,0,0.8958333333333334,0.3333333333333333,0.3333333333333333,0.0,0.125,0.0,0.0,0.20833333333333334,0.0,medium
Lang-49f_org.apache.commons.lang.math.Fraction_subtract_715,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,subtract,715,717,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-49f_org.apache.commons.lang.math.Fraction_divideBy_811,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,divideBy,811,819,6,1,0,7,0,2,0,3,7,8,3,2,2,2,0,1,2,0.2857,0,1,5,6,3,3,0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,low
Lang-49f_org.apache.commons.lang.math.Fraction_hashCode_849,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,hashCode,849,855,4,0,0,4,4,1,0,4,3,3,2,1,1,1,0,1,1,0.3333,0,1,3,28,7,21,0,0.25,0.10714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.03571428571428571,low
Lang-49f_org.apache.commons.lang.math.Fraction_toString_897,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,toString,897,905,7,0,0,9,1,1,0,1,3,3,2,1,2,2,1,1,1,0.6667,1,1,3,4,3,1,0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,medium
Lang-49f_org.apache.commons.lang.math.Fraction_toProperString_916,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,toProperString,916,945,22,0,1,26,6,7,0,9,14,19,7,6,6,1,0,1,6,0.4286,0,1,14,45,36,9,0,0.8,0.4222222222222222,0.08888888888888889,0.0,0.0,0.0,0.08888888888888889,0.26666666666666666,0.13333333333333333,medium
Lang-49f_org.apache.commons.lang.math.Fraction_getProperWhole_406,Lang,49,Lang-49f,org.apache.commons.lang.math.Fraction,getProperWhole,406,408,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,4,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toInt_106,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toInt,106,108,2,1,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toInt_127,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toInt,127,136,7,2,1,4,0,1,0,0,6,4,1,1,1,0,0,3,1,0.1667,0,1,5,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toLong_155,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toLong,155,157,2,1,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toLong_176,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toLong,176,185,7,2,1,4,0,1,0,0,6,4,1,1,1,0,0,3,1,0.1667,0,1,5,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toFloat_205,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toFloat,205,207,2,1,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toFloat_228,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toFloat,228,237,7,2,1,4,0,1,0,0,6,4,1,1,1,0,0,3,1,0.1667,0,1,5,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toDouble_257,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toDouble,257,259,2,1,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toDouble_280,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toDouble,280,289,7,2,1,4,0,1,0,0,6,4,1,1,1,0,0,3,1,0.1667,0,1,5,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toByte_328,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toByte,328,337,7,2,1,4,0,1,0,0,6,4,1,1,1,0,0,3,1,0.1667,0,1,5,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_toShort_375,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,toShort,375,384,7,2,1,4,0,1,0,0,6,4,1,1,1,0,0,3,1,0.1667,0,1,5,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createNumber_448,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createNumber,448,595,92,1,13,81,20,19,19,31,90,95,7,17,18,10,0,14,12,0.2,0,1,67,219,103,116,0,0.4703196347031963,0.2146118721461187,0.2009132420091324,0.0,0.365296803652968,0.0,0.0,0.2191780821917808,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createInteger_660,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createInteger,660,666,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_isAllZeros_605,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,isAllZeros,605,615,7,1,1,7,3,4,0,4,8,8,2,2,3,1,2,3,2,0.375,1,1,6,21,9,11,1,0.45,0.42857142857142855,0.19047619047619047,0.0,0.0,0.0,0.0,0.38095238095238093,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_isDigits_1287,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,isDigits,1287,1297,7,1,1,8,2,1,0,1,8,8,2,2,3,1,2,3,2,0.375,1,1,6,12,10,2,0,0.8333333333333334,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.0,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createLong_677,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createLong,677,682,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createBigInteger_693,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createBigInteger,693,698,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createFloat_627,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createFloat,627,632,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createDouble_643,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createDouble,643,648,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-36f_org.apache.commons.lang3.math.NumberUtils_createBigDecimal_709,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,createBigDecimal,709,718,6,1,0,6,0,1,0,1,6,6,2,2,2,1,0,2,2,0.3333,0,1,5,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,low
Lang-36f_org.apache.commons.lang3.math.NumberUtils_min_730,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,min,730,747,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_min_757,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,min,757,774,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_min_784,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,min,784,801,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_min_811,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,min,811,828,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_min_839,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,min,839,859,12,1,2,9,2,4,0,5,15,18,5,4,5,3,2,2,4,0.3333,1,1,11,18,15,3,0,0.8333333333333334,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.05555555555555555,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_min_870,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,min,870,890,12,1,2,9,2,4,0,5,15,18,5,4,5,3,2,2,4,0.3333,1,1,11,18,14,4,0,0.7777777777777778,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.05555555555555555,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_max_902,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,max,902,919,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_max_929,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,max,929,946,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_max_956,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,max,956,973,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_max_983,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,max,983,1000,10,1,2,7,2,4,0,5,13,16,5,3,4,3,2,1,3,0.3077,1,1,9,16,13,3,0,0.8125,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_max_1011,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,max,1011,1031,12,1,2,9,2,4,0,5,15,18,5,4,5,3,2,2,4,0.3333,1,1,11,18,15,3,0,0.8333333333333334,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.05555555555555555,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_max_1042,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,max,1042,1062,12,1,2,9,2,4,0,5,15,18,5,4,5,3,2,2,4,0.3333,1,1,11,18,15,3,0,0.8333333333333334,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.05555555555555555,medium
Lang-36f_org.apache.commons.lang3.math.NumberUtils_isNumber_1312,Lang,36,Lang-36f,org.apache.commons.lang3.math.NumberUtils,isNumber,1312,1414,66,1,8,25,13,33,23,14,58,63,7,20,22,4,3,17,9,0.3793,1,1,57,262,172,79,11,0.6852589641434262,0.37786259541984735,0.061068702290076333,0.0,0.3816793893129771,0.0,0.0,0.1450381679389313,0.03435114503816794,low
Lang-12f_org.apache.commons.lang3.RandomStringUtils_random_68,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,random,68,70,2,1,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low
Lang-12f_org.apache.commons.lang3.RandomStringUtils_random_142,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,random,142,144,2,3,2,2,0,0,0,2,1,0,1,0,1,1,1,1,0,1.0,1,1,1,4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-12f_org.apache.commons.lang3.RandomStringUtils_randomAscii_82,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,randomAscii,82,84,2,1,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,6,4,2,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low
Lang-12f_org.apache.commons.lang3.RandomStringUtils_randomAlphabetic_96,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,randomAlphabetic,96,98,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-12f_org.apache.commons.lang3.RandomStringUtils_randomAlphanumeric_110,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,randomAlphanumeric,110,112,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low
Lang-12f_org.apache.commons.lang3.RandomStringUtils_randomNumeric_124,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,randomNumeric,124,126,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-12f_org.apache.commons.lang3.RandomStringUtils_random_223,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,random,223,289,49,7,7,24,22,17,11,23,42,54,14,13,14,5,1,2,11,0.3333,1,1,38,162,115,47,0,0.7098765432098766,0.2716049382716049,0.14814814814814814,0.0,0.25308641975308643,0.0,0.0,0.2345679012345679,0.09259259259259259,low
Lang-12f_org.apache.commons.lang3.RandomStringUtils_random_305,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,random,305,310,4,2,1,5,0,1,0,2,3,2,1,1,3,2,2,2,1,1.0,1,1,3,7,5,2,0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,low
Lang-12f_org.apache.commons.lang3.RandomStringUtils_random_324,Lang,12,Lang-12f,org.apache.commons.lang3.RandomStringUtils,random,324,329,4,2,1,4,0,1,0,3,3,2,1,1,3,2,2,2,1,1.0,1,1,3,11,7,4,0,0.6363636363636364,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,low
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_getInstance_212,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,getInstance,212,221,8,3,4,6,0,1,0,0,7,7,2,1,1,1,0,1,1,0.1429,0,1,7,4,4,0,0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,high
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_format_819,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,format,819,823,4,1,1,6,0,0,0,0,3,2,1,0,0,0,0,1,0,0.0,0,0,3,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_getDefaultPattern_512,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,getDefaultPattern,512,517,4,0,0,4,0,1,0,0,3,3,2,1,1,1,0,1,1,0.3333,0,1,3,2,2,0,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,high
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_<init>_534,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,<init>,534,552,13,3,2,8,0,5,0,1,22,24,4,3,3,3,0,0,3,0.1364,0,1,13,7,5,2,0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,low
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_init_557,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,init,557,567,7,0,2,6,2,3,0,2,7,8,3,0,1,1,1,0,0,0.1429,1,1,6,10,3,7,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.3,low
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_getDateInstance_280,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,getDateInstance,280,305,17,3,6,15,1,3,0,1,18,20,4,3,4,4,1,1,3,0.2222,1,1,15,8,5,2,1,0.7142857142857143,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.625,low
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_getDateTimeInstance_457,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,getDateTimeInstance,457,483,19,4,7,17,1,3,0,1,18,20,4,3,4,4,1,1,3,0.2222,1,1,15,8,5,2,1,0.7142857142857143,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.625,low
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_parsePattern_577,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,parsePattern,577,698,105,0,8,51,3,16,0,17,82,110,30,8,10,8,2,1,4,0.122,1,1,78,65,45,20,0,0.6923076923076923,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.49230769230769234,0.046153846153846156,low
Lang-38f_org.apache.commons.lang3.time.FastDateFormat_parseToken_707,Lang,38,Lang-38f,org.apache.commons.lang3.time.FastDateFormat,parseToken,707,757,33,2,7,20,12,14,8,6,28,34,8,5,7,4,3,1,3,0.25,1,1,27,108,88,18,2,0.8301886792452831,0.3888888888888889,0.14814814814814814,0.0,0.24074074074074073,0.0,0.0,0.12037037037037036,0.10185185185185185,medium
