method_id,project,bug_id,version_key,class_fqn,method_name,start_line,end_line,loc,num_params,num_local_vars,num_method_calls,num_arith_ops,num_rel_ops,num_logical_ops,num_literals,num_nodes,num_edges,cyclomatic_complexity,num_conditions,num_branches,num_joins,num_loops,num_returns,max_nesting_depth,branch_ratio,has_loop,has_branching,num_unique_lines
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_<init>_43,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,<init>,43,45,2,0,0,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_<init>_52,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,<init>,52,55,3,1,0,2,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_<init>_63,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,<init>,63,66,3,1,0,3,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_<init>_75,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,<init>,75,78,3,1,0,3,0,0,0,0,9,8,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_getValue_87,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,getValue,87,89,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_setValue_107,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,setValue,107,109,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_add_148,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,add,148,150,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_subtract_169,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,subtract,169,171,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_toByte_231,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,toByte,231,233,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_byteValue_181,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,byteValue,181,183,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_equals_245,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,equals,245,250,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_toString_282,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,toString,282,284,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableByte_compareTo_270,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableByte,compareTo,270,273,3,1,1,1,1,2,0,3,2,1,1,0,0,0,0,1,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_<init>_43,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,<init>,43,45,2,0,0,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_<init>_52,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,<init>,52,55,3,1,0,2,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_<init>_63,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,<init>,63,66,3,1,0,3,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_<init>_75,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,<init>,75,78,3,1,0,3,0,0,0,0,9,8,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_getValue_87,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,getValue,87,89,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_setValue_107,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,setValue,107,109,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_add_148,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,add,148,150,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_subtract_169,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,subtract,169,171,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_toLong_221,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,toLong,221,223,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_longValue_191,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,longValue,191,193,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_equals_235,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,equals,235,240,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_toString_272,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,toString,272,274,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableLong_compareTo_260,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableLong,compareTo,260,263,3,1,1,1,1,2,0,3,2,1,1,0,0,0,0,1,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_<init>_43,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,<init>,43,45,2,0,0,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_<init>_52,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,<init>,52,55,3,1,0,2,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_<init>_63,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,<init>,63,66,3,1,0,3,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_<init>_75,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,<init>,75,78,3,1,0,3,0,0,0,0,9,8,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_getValue_87,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,getValue,87,89,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_setValue_107,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,setValue,107,109,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_add_148,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,add,148,150,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_subtract_169,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,subtract,169,171,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_toInteger_221,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,toInteger,221,223,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_intValue_181,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,intValue,181,183,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_equals_235,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,equals,235,240,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_toString_272,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,toString,272,274,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableInt_compareTo_260,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableInt,compareTo,260,263,3,1,1,1,1,2,0,3,2,1,1,0,0,0,0,1,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_<init>_46,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,<init>,46,48,2,0,0,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_<init>_55,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,<init>,55,58,3,1,0,2,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_<init>_66,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,<init>,66,69,3,1,0,3,0,0,0,0,8,7,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_getValue_78,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,getValue,78,80,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_setValue_98,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,setValue,98,100,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_toBoolean_140,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,toBoolean,140,142,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_booleanValue_129,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,booleanValue,129,131,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_equals_154,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,equals,154,159,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_hashCode_167,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,hashCode,167,169,2,0,0,3,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_toString_192,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,toString,192,194,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.mutable.MutableBoolean_compareTo_180,Lang,1,Lang-1f,org.apache.commons.lang3.mutable.MutableBoolean,compareTo,180,183,3,1,1,1,1,1,0,3,2,1,1,0,0,0,0,1,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.CharUtils_<init>_66,Lang,1,Lang-1f,org.apache.commons.lang3.CharUtils,<init>,66,68,2,0,0,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.CharUtils_toCharacterObject_87,Lang,1,Lang-1f,org.apache.commons.lang3.CharUtils,toCharacterObject,87,89,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.CharUtils_toCharacterObject_108,Lang,1,Lang-1f,org.apache.commons.lang3.CharUtils,toCharacterObject,108,113,4,1,0,5,0,0,0,1,3,2,1,1,1,0,0,2,1,0.3333,0,1,3
Lang-1f_org.apache.commons.lang3.StringUtils_isEmpty_216,Lang,1,Lang-1f,org.apache.commons.lang3.StringUtils,isEmpty,216,218,2,1,0,2,0,2,1,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.CharUtils_toChar_129,Lang,1,Lang-1f,org.apache.commons.lang3.CharUtils,toChar,129,134,4,1,0,4,0,1,0,1,4,4,2,1,1,1,0,1,1,0.25,0,1,3
Lang-1f_org.apache.commons.lang3.CharUtils_toChar_149,Lang,1,Lang-1f,org.apache.commons.lang3.CharUtils,toChar,149,154,4,2,1,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3
Lang-1f_org.apache.commons.lang3.CharUtils_toChar_172,Lang,1,Lang-1f,org.apache.commons.lang3.CharUtils,toChar,172,177,4,1,0,5,0,0,0,2,4,4,2,1,1,1,0,1,1,0.25,0,1,3
