MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
501,EXC
502,FAIL
503,EXC
504,LIVE
505,EXC
506,FAIL
507,FAIL
508,EXC
509,LIVE
510,EXC
511,FAIL
512,FAIL
513,FAIL
514,FAIL
515,FAIL
516,FAIL
517,FAIL
518,LIVE
519,EXC
520,FAIL
521,LIVE
522,EXC
523,LIVE
524,LIVE
525,EXC
526,LIVE
527,LIVE
528,EXC
529,LIVE
530,LIVE
531,EXC
532,LIVE
533,LIVE
534,EXC
535,LIVE
536,FAIL
537,FAIL
538,LIVE
539,EXC
540,LIVE
541,FAIL
542,EXC
543,FAIL
544,FAIL
545,FAIL
546,EXC
547,FAIL
548,EXC
549,EXC
550,EXC
551,FAIL
552,LIVE
553,LIVE
554,FAIL
555,LIVE
556,LIVE
557,LIVE
558,LIVE
559,LIVE
560,FAIL
561,LIVE
562,LIVE
563,LIVE
564,FAIL
565,EXC
566,LIVE
567,EXC
568,FAIL
569,FAIL
570,EXC
571,LIVE
572,EXC
573,FAIL
574,FAIL
575,FAIL
576,FAIL
577,LIVE
578,LIVE
579,FAIL
580,LIVE
581,LIVE
582,FAIL
583,LIVE
584,FAIL
585,LIVE
586,LIVE
587,EXC
588,FAIL
589,FAIL
590,LIVE
591,FAIL
592,EXC
593,FAIL
594,FAIL
595,EXC
596,FAIL
597,FAIL
598,EXC
599,FAIL
600,FAIL
601,EXC
602,FAIL
603,FAIL
604,FAIL
605,FAIL
606,EXC
607,EXC
608,EXC
609,FAIL
610,FAIL
611,EXC
612,LIVE
613,EXC
614,FAIL
615,FAIL
616,LIVE
617,FAIL
618,FAIL
619,FAIL
620,FAIL
621,FAIL
622,LIVE
623,LIVE
624,LIVE
625,LIVE
626,LIVE
627,LIVE
628,LIVE
629,LIVE
630,FAIL
631,EXC
632,FAIL
633,FAIL
634,LIVE
635,FAIL
636,EXC
637,FAIL
638,FAIL
639,EXC
640,FAIL
641,LIVE
642,LIVE
643,LIVE
644,FAIL
645,FAIL
646,LIVE
647,FAIL
648,LIVE
649,FAIL
650,FAIL
651,LIVE
652,FAIL
653,FAIL
654,FAIL
655,EXC
656,EXC
657,EXC
658,FAIL
659,FAIL
660,FAIL
661,FAIL
662,FAIL
663,FAIL
664,FAIL
665,FAIL
666,FAIL
667,FAIL
668,FAIL
669,FAIL
670,FAIL
671,LIVE
672,FAIL
673,FAIL
674,LIVE
675,EXC
676,EXC
677,EXC
678,LIVE
679,FAIL
680,FAIL
681,EXC
682,EXC
683,EXC
684,EXC
685,EXC
686,FAIL
687,FAIL
688,EXC
689,EXC
690,LIVE
691,EXC
692,EXC
693,EXC
694,EXC
695,EXC
696,FAIL
697,EXC
698,EXC
699,EXC
700,FAIL
701,EXC
702,LIVE
703,EXC
704,FAIL
705,FAIL
706,EXC
707,LIVE
708,EXC
709,FAIL
710,FAIL
711,FAIL
712,FAIL
713,FAIL
714,FAIL
715,FAIL
716,LIVE
717,EXC
718,FAIL
719,LIVE
720,EXC
721,LIVE
722,LIVE
723,EXC
724,LIVE
725,LIVE
726,EXC
727,LIVE
728,LIVE
729,EXC
730,LIVE
731,LIVE
732,EXC
733,LIVE
734,FAIL
735,FAIL
736,LIVE
737,EXC
738,LIVE
739,FAIL
740,EXC
741,FAIL
742,FAIL
743,FAIL
744,LIVE
745,EXC
746,EXC
747,EXC
748,LIVE
749,FAIL
750,FAIL
751,EXC
752,EXC
753,EXC
754,EXC
755,EXC
756,FAIL
757,FAIL
758,EXC
759,LIVE
760,EXC
761,FAIL
762,EXC
763,FAIL
764,LIVE
765,FAIL
766,LIVE
767,FAIL
768,LIVE
769,FAIL
770,LIVE
771,FAIL
772,FAIL
773,FAIL
774,FAIL
775,EXC
776,EXC
777,EXC
778,EXC
779,EXC
780,FAIL
781,FAIL
782,EXC
783,LIVE
784,EXC
785,FAIL
786,EXC
787,FAIL
788,LIVE
789,LIVE
790,FAIL
791,FAIL
792,EXC
793,FAIL
794,FAIL
795,FAIL
796,FAIL
797,FAIL
798,FAIL
799,FAIL
800,FAIL
801,FAIL
802,FAIL
803,LIVE
804,EXC
805,FAIL
806,LIVE
807,EXC
808,FAIL
809,EXC
810,EXC
811,FAIL
812,LIVE
813,EXC
814,EXC
815,LIVE
816,FAIL
817,FAIL
818,LIVE
819,FAIL
820,FAIL
821,FAIL
822,FAIL
823,FAIL
824,FAIL
825,FAIL
826,LIVE
827,LIVE
828,FAIL
829,FAIL
830,LIVE
831,FAIL
832,FAIL
833,FAIL
834,FAIL
835,FAIL
836,LIVE
837,EXC
838,EXC
839,FAIL
840,LIVE
841,EXC
842,LIVE
843,LIVE
844,FAIL
845,LIVE
846,EXC
847,EXC
848,EXC
849,EXC
850,LIVE
851,EXC
852,FAIL
853,LIVE
854,EXC
855,EXC
856,EXC
857,EXC
858,FAIL
859,LIVE
860,EXC
861,FAIL
862,LIVE
863,EXC
864,LIVE
865,EXC
866,FAIL
867,EXC
868,EXC
869,FAIL
870,LIVE
871,EXC
872,FAIL
873,LIVE
874,EXC
875,LIVE
876,EXC
877,FAIL
878,EXC
879,FAIL
880,EXC
881,EXC
882,EXC
883,LIVE
884,EXC
885,FAIL
886,LIVE
887,EXC
888,FAIL
889,LIVE
890,EXC
891,LIVE
892,EXC
893,EXC
894,FAIL
895,LIVE
896,EXC
897,FAIL
898,LIVE
899,EXC
900,FAIL
901,EXC
902,EXC
903,EXC
904,EXC
905,EXC
906,EXC
907,LIVE
908,EXC
909,FAIL
910,EXC
911,EXC
912,EXC
913,EXC
914,EXC
915,EXC
916,EXC
917,FAIL
918,FAIL
919,FAIL
920,LIVE
921,FAIL
922,LIVE
923,LIVE
924,FAIL
925,EXC
926,FAIL
927,EXC
928,FAIL
929,FAIL
930,EXC
931,LIVE
932,FAIL
933,FAIL
934,FAIL
935,FAIL
936,FAIL
937,FAIL
938,EXC
939,EXC
940,EXC
941,FAIL
942,LIVE
943,FAIL
944,EXC
945,FAIL
946,EXC
947,FAIL
948,FAIL
949,EXC
950,FAIL
951,LIVE
952,FAIL
953,FAIL
954,FAIL
955,LIVE
956,LIVE
957,LIVE
958,FAIL
959,LIVE
960,LIVE
961,LIVE
962,LIVE
963,FAIL
964,FAIL
965,FAIL
966,EXC
967,FAIL
968,FAIL
969,EXC
970,EXC
971,LIVE
972,EXC
973,EXC
974,FAIL
975,EXC
976,EXC
977,EXC
978,EXC
979,FAIL
980,FAIL
981,LIVE
982,LIVE
983,EXC
984,EXC
985,EXC
986,EXC
987,FAIL
988,LIVE
989,EXC
990,EXC
991,FAIL
992,EXC
993,EXC
994,EXC
995,LIVE
996,EXC
997,EXC
998,EXC
999,TIME
1000,EXC
1001,EXC
1002,EXC
1003,EXC
1004,EXC
1005,LIVE
1006,FAIL
1007,EXC
1008,FAIL
1009,LIVE
1010,EXC
1011,LIVE
1012,LIVE
1013,LIVE
1014,LIVE
1015,LIVE
1016,EXC
1017,EXC
1018,TIME
1019,FAIL
1020,EXC
1021,TIME
1022,FAIL
1023,LIVE
1024,EXC
1025,EXC
1026,LIVE
1027,EXC
1028,EXC
1029,TIME
1030,LIVE
1031,FAIL
1032,TIME
1033,TIME
1034,FAIL
1035,EXC
1036,LIVE
1037,FAIL
1038,FAIL
1039,LIVE
1040,FAIL
1041,FAIL
1042,FAIL
1043,LIVE
1044,FAIL
1045,FAIL
1046,FAIL
1047,UNCOV
1048,UNCOV
1049,UNCOV
1050,FAIL
1051,EXC
1052,LIVE
1053,LIVE
1054,LIVE
1055,FAIL
1056,LIVE
1057,EXC
1058,LIVE
1059,LIVE
1060,EXC
1061,FAIL
1062,FAIL
1063,FAIL
1064,FAIL
1065,EXC
1066,LIVE
1067,LIVE
1068,LIVE
1069,TIME
1070,FAIL
1071,TIME
1072,LIVE
1073,FAIL
1074,LIVE
1075,TIME
1076,FAIL
1077,LIVE
1078,FAIL
1079,FAIL
1080,FAIL
1081,FAIL
1082,FAIL
1083,FAIL
1084,FAIL
1085,FAIL
1086,FAIL
1087,FAIL
1088,FAIL
1089,TIME
1090,FAIL
1091,TIME
1092,FAIL
1093,TIME
1094,FAIL
1095,FAIL
1096,FAIL
1097,FAIL
1098,FAIL
1099,FAIL
1100,FAIL
1101,FAIL
1102,FAIL
1103,FAIL
1104,FAIL
1105,TIME
1106,TIME
1107,TIME
1108,TIME
1109,TIME
1110,FAIL
1111,TIME
1112,LIVE
1113,FAIL
1114,FAIL
1115,FAIL
1116,EXC
1117,LIVE
1118,LIVE
1119,LIVE
1120,FAIL
1121,LIVE
1122,FAIL
1123,EXC
1124,FAIL
1125,EXC
1126,FAIL
1127,LIVE
1128,LIVE
1129,EXC
1130,FAIL
1131,FAIL
1132,FAIL
1133,FAIL
1134,FAIL
1135,FAIL
1136,FAIL
1137,FAIL
1138,FAIL
1139,FAIL
1140,FAIL
1141,FAIL
1142,FAIL
1143,TIME
1144,LIVE
1145,LIVE
1146,FAIL
1147,FAIL
1148,TIME
1149,LIVE
1150,FAIL
1151,LIVE
1152,FAIL
1153,LIVE
1154,FAIL
1155,FAIL
1156,FAIL
1157,FAIL
1158,LIVE
1159,FAIL
1160,FAIL
1161,FAIL
1162,EXC
1163,LIVE
1164,LIVE
1165,LIVE
1166,FAIL
1167,LIVE
1168,FAIL
1169,FAIL
1170,FAIL
1171,EXC
1172,FAIL
1173,EXC
1174,FAIL
1175,LIVE
1176,EXC
1177,EXC
1178,EXC
1179,FAIL
1180,FAIL
1181,FAIL
1182,FAIL
1183,FAIL
1184,FAIL
1185,FAIL
1186,FAIL
1187,FAIL
1188,FAIL
1189,FAIL
1190,FAIL
1191,FAIL
1192,EXC
1193,EXC
1194,FAIL
1195,EXC
1196,EXC
1197,TIME
1198,LIVE
1199,LIVE
1200,FAIL
1201,FAIL
1202,TIME
1203,LIVE
1204,LIVE
1205,LIVE
1206,LIVE
1207,LIVE
1208,EXC
1209,EXC
1210,EXC
1211,EXC
1212,FAIL
1213,FAIL
1214,FAIL
1215,FAIL
1216,FAIL
1217,FAIL
1218,FAIL
1219,FAIL
1220,FAIL
1221,FAIL
1222,FAIL
1223,FAIL
1224,FAIL
1225,FAIL
1226,EXC
1227,EXC
1228,FAIL
1229,EXC
1230,EXC
1231,TIME
1232,LIVE
1233,LIVE
1234,FAIL
1235,FAIL
1236,TIME
1237,EXC
1238,EXC
1239,FAIL
1240,FAIL
1241,FAIL
1242,LIVE
1243,FAIL
1244,FAIL
1245,FAIL
1246,FAIL
1247,FAIL
1248,FAIL
1249,FAIL
1250,FAIL
1251,FAIL
1252,FAIL
1253,FAIL
1254,FAIL
1255,EXC
1256,EXC
1257,FAIL
1258,EXC
1259,EXC
1260,TIME
1261,LIVE
1262,LIVE
1263,FAIL
1264,FAIL
1265,TIME
1266,EXC
1267,FAIL
1268,EXC
1269,FAIL
1270,LIVE
1271,FAIL
1272,FAIL
1273,EXC
1274,FAIL
1275,FAIL
1276,FAIL
1277,EXC
1278,EXC
1279,EXC
1280,FAIL
1281,EXC
1282,FAIL
1283,EXC
1284,LIVE
1285,EXC
1286,LIVE
1287,LIVE
1288,EXC
1289,LIVE
1290,LIVE
1291,EXC
1292,FAIL
1293,FAIL
1294,FAIL
1295,FAIL
1296,LIVE
1297,LIVE
1298,FAIL
1299,LIVE
1300,FAIL
1301,LIVE
1302,FAIL
1303,LIVE
1304,FAIL
1305,FAIL
1306,FAIL
1307,FAIL
1308,FAIL
1309,FAIL
1310,FAIL
1311,FAIL
1312,EXC
1313,FAIL
1314,FAIL
1315,FAIL
1316,FAIL
1317,LIVE
1318,FAIL
1319,EXC
1320,FAIL
1321,LIVE
1322,EXC
1323,FAIL
1324,FAIL
1325,EXC
1326,EXC
1327,EXC
1328,EXC
1329,FAIL
1330,FAIL
1331,FAIL
1332,FAIL
1333,EXC
1334,EXC
1335,FAIL
1336,FAIL
1337,EXC
1338,FAIL
1339,EXC
1340,LIVE
1341,EXC
1342,FAIL
1343,LIVE
1344,EXC
1345,FAIL
1346,LIVE
1347,LIVE
1348,EXC
1349,FAIL
1350,LIVE
1351,EXC
1352,LIVE
1353,LIVE
1354,EXC
1355,LIVE
1356,LIVE
1357,EXC
1358,FAIL
1359,LIVE
1360,FAIL
1361,FAIL
1362,FAIL
1363,FAIL
1364,FAIL
1365,EXC
1366,FAIL
1367,EXC
1368,LIVE
1369,FAIL
1370,FAIL
1371,EXC
1372,FAIL
1373,LIVE
1374,EXC
1375,FAIL
1376,LIVE
1377,LIVE
1378,EXC
1379,FAIL
1380,LIVE
1381,EXC
1382,LIVE
1383,LIVE
1384,EXC
1385,LIVE
1386,LIVE
1387,EXC
1388,FAIL
1389,LIVE
1390,FAIL
1391,FAIL
1392,FAIL
1393,FAIL
1394,FAIL
1395,EXC
1396,FAIL
1397,EXC
1398,FAIL
1399,LIVE
1400,LIVE
1401,EXC
1402,LIVE
1403,FAIL
1404,FAIL
1405,LIVE
1406,FAIL
1407,EXC
1408,FAIL
1409,EXC
1410,FAIL
1411,LIVE
1412,LIVE
1413,EXC
1414,LIVE
1415,FAIL
1416,FAIL
1417,FAIL
1418,LIVE
1419,FAIL
1420,EXC
1421,EXC
1422,EXC
1423,EXC
1424,EXC
1425,EXC
1426,EXC
1427,EXC
1428,LIVE
1429,EXC
1430,EXC
1431,EXC
1432,EXC
1433,EXC
1434,EXC
1435,LIVE
1436,LIVE
1437,EXC
1438,EXC
1439,EXC
1440,EXC
1441,EXC
1442,FAIL
1443,FAIL
1444,FAIL
1445,EXC
1446,LIVE
1447,LIVE
1448,FAIL
1449,FAIL
1450,FAIL
1451,EXC
1452,EXC
1453,EXC
1454,FAIL
1455,FAIL
1456,FAIL
1457,FAIL
1458,EXC
1459,FAIL
1460,FAIL
1461,EXC
1462,FAIL
1463,EXC
1464,LIVE
1465,LIVE
1466,FAIL
1467,FAIL
1468,FAIL
1469,FAIL
1470,EXC
1471,FAIL
1472,EXC
1473,EXC
1474,FAIL
1475,LIVE
1476,LIVE
1477,LIVE
1478,FAIL
1479,FAIL
1480,FAIL
1481,FAIL
1482,LIVE
1483,EXC
1484,LIVE
1485,EXC
1486,FAIL
1487,EXC
1488,EXC
1489,FAIL
1490,EXC
1491,EXC
1492,FAIL
1493,LIVE
1494,FAIL
1495,FAIL
1496,FAIL
1497,FAIL
1498,EXC
1499,FAIL
1500,FAIL
1501,FAIL
1502,FAIL
1503,EXC
1504,FAIL
1505,EXC
1506,FAIL
1507,EXC
1508,EXC
1509,EXC
1510,EXC
1511,FAIL
1512,FAIL
1513,FAIL
1514,FAIL
1515,FAIL
1516,FAIL
1517,LIVE
1518,FAIL
1519,EXC
1520,FAIL
1521,FAIL
1522,EXC
1523,LIVE
1524,FAIL
1525,FAIL
1526,LIVE
1527,LIVE
1528,LIVE
1529,LIVE
1530,LIVE
1531,EXC
1532,LIVE
1533,LIVE
1534,EXC
1535,LIVE
1536,EXC
1537,EXC
1538,LIVE
1539,LIVE
1540,LIVE
1541,LIVE
1542,LIVE
1543,LIVE
1544,EXC
1545,LIVE
1546,LIVE
1547,LIVE
1548,LIVE
1549,LIVE
1550,LIVE
1551,LIVE
1552,LIVE
1553,EXC
1554,LIVE
1555,EXC
1556,EXC
1557,FAIL
1558,LIVE
1559,EXC
1560,FAIL
1561,TIME
1562,TIME
1563,TIME
1564,TIME
1565,TIME
1566,FAIL
1567,FAIL
1568,FAIL
1569,FAIL
1570,FAIL
1571,EXC
1572,FAIL
1573,EXC
1574,LIVE
1575,EXC
1576,EXC
1577,LIVE
1578,LIVE
1579,FAIL
1580,EXC
1581,LIVE
1582,LIVE
1583,FAIL
1584,LIVE
1585,EXC
1586,LIVE
1587,EXC
1588,FAIL
1589,EXC
1590,LIVE
1591,EXC
1592,EXC
1593,FAIL
1594,FAIL
1595,LIVE
1596,FAIL
1597,LIVE
1598,EXC
1599,LIVE
1600,EXC
1601,FAIL
1602,EXC
1603,EXC
1604,EXC
1605,EXC
1606,FAIL
1607,FAIL
1608,LIVE
1609,FAIL
1610,LIVE
1611,EXC
1612,LIVE
1613,EXC
1614,FAIL
1615,EXC
1616,LIVE
1617,EXC
1618,EXC
1619,EXC
1620,LIVE
1621,LIVE
1622,EXC
1623,EXC
1624,EXC
1625,LIVE
1626,LIVE
1627,FAIL
1628,EXC
1629,LIVE
1630,EXC
1631,FAIL
1632,EXC
1633,LIVE
1634,EXC
1635,LIVE
1636,FAIL
1637,FAIL
1638,LIVE
1639,FAIL
1640,LIVE
1641,EXC
1642,LIVE
1643,EXC
1644,FAIL
1645,FAIL
1646,LIVE
1647,FAIL
1648,EXC
1649,FAIL
1650,FAIL
1651,FAIL
1652,FAIL
1653,LIVE
1654,FAIL
1655,FAIL
1656,LIVE
1657,LIVE
1658,FAIL
1659,FAIL
1660,LIVE
1661,FAIL
1662,FAIL
1663,FAIL
1664,LIVE
1665,LIVE
1666,LIVE
1667,LIVE
1668,FAIL
1669,FAIL
1670,FAIL
1671,EXC
1672,FAIL
1673,EXC
1674,LIVE
1675,FAIL
1676,EXC
1677,LIVE
1678,EXC
1679,LIVE
1680,LIVE
1681,LIVE
1682,EXC
1683,EXC
1684,LIVE
1685,LIVE
1686,EXC
1687,LIVE
1688,EXC
1689,LIVE
1690,LIVE
1691,LIVE
1692,LIVE
1693,LIVE
1694,LIVE
1695,LIVE
1696,LIVE
1697,LIVE
1698,LIVE
1699,LIVE
1700,LIVE
1701,LIVE
1702,LIVE
1703,LIVE
1704,LIVE
1705,LIVE
1706,LIVE
1707,EXC
1708,LIVE
1709,LIVE
1710,LIVE
1711,LIVE
1712,LIVE
1713,LIVE
1714,EXC
1715,LIVE
1716,LIVE
1717,EXC
1718,FAIL
1719,EXC
1720,FAIL
1721,LIVE
1722,EXC
1723,LIVE
1724,FAIL
1725,FAIL
1726,FAIL
1727,FAIL
1728,TIME
1729,TIME
1730,EXC
1731,TIME
1732,TIME
1733,EXC
1734,EXC
1735,EXC
1736,LIVE
1737,LIVE
1738,LIVE
1739,LIVE
1740,LIVE
1741,LIVE
1742,FAIL
1743,EXC
1744,LIVE
1745,EXC
1746,FAIL
1747,LIVE
1748,LIVE
1749,LIVE
1750,LIVE
1751,FAIL
1752,FAIL
1753,LIVE
1754,FAIL
1755,LIVE
1756,LIVE
1757,LIVE
1758,LIVE
1759,FAIL
1760,FAIL
1761,LIVE
1762,FAIL
1763,LIVE
1764,FAIL
1765,FAIL
1766,FAIL
1767,FAIL
1768,LIVE
1769,FAIL
1770,FAIL
1771,LIVE
1772,LIVE
1773,FAIL
1774,FAIL
1775,LIVE
1776,FAIL
1777,FAIL
1778,FAIL
1779,LIVE
1780,FAIL
1781,LIVE
1782,FAIL
1783,FAIL
1784,FAIL
1785,FAIL
1786,EXC
1787,LIVE
1788,EXC
1789,FAIL
1790,FAIL
1791,FAIL
1792,EXC
1793,EXC
1794,EXC
1795,EXC
1796,EXC
1797,EXC
1798,EXC
1799,EXC
1800,EXC
1801,EXC
1802,EXC
1803,FAIL
1804,EXC
1805,EXC
1806,FAIL
1807,FAIL
1808,EXC
1809,LIVE
1810,EXC
1811,FAIL
1812,FAIL
1813,EXC
1814,FAIL
1815,FAIL
1816,EXC
1817,FAIL
1818,FAIL
1819,LIVE
1820,EXC
1821,FAIL
1822,FAIL
1823,FAIL
1824,FAIL
1825,FAIL
1826,EXC
1827,EXC
1828,EXC
1829,LIVE
1830,EXC
1831,FAIL
1832,LIVE
1833,EXC
1834,FAIL
1835,EXC
1836,EXC
1837,FAIL
1838,LIVE
1839,EXC
1840,EXC
1841,LIVE
1842,EXC
1843,FAIL
1844,LIVE
1845,EXC
1846,FAIL
1847,EXC
1848,EXC
1849,FAIL
1850,LIVE
1851,EXC
1852,EXC
1853,FAIL
1854,LIVE
1855,FAIL
1856,FAIL
1857,FAIL
1858,EXC
1859,LIVE
1860,EXC
1861,EXC
1862,EXC
1863,LIVE
1864,LIVE
1865,EXC
1866,EXC
1867,LIVE
1868,EXC
1869,EXC
1870,LIVE
1871,EXC
1872,LIVE
1873,LIVE
1874,EXC
1875,LIVE
1876,EXC
1877,EXC
1878,EXC
1879,FAIL
1880,EXC
1881,EXC
1882,LIVE
1883,FAIL
1884,EXC
1885,EXC
1886,EXC
1887,LIVE
1888,FAIL
1889,FAIL
1890,LIVE
1891,FAIL
1892,FAIL
1893,FAIL
1894,FAIL
1895,FAIL
1896,EXC
1897,EXC
1898,FAIL
1899,EXC
1900,EXC
1901,EXC
1902,LIVE
1903,FAIL
1904,FAIL
1905,FAIL
1906,EXC
1907,FAIL
1908,FAIL
1909,EXC
1910,FAIL
1911,FAIL
1912,FAIL
1913,FAIL
1914,FAIL
1915,FAIL
1916,LIVE
1917,FAIL
1918,FAIL
1919,FAIL
1920,EXC
1921,EXC
1922,EXC
1923,EXC
1924,EXC
1925,FAIL
1926,FAIL
1927,FAIL
1928,FAIL
1929,EXC
1930,FAIL
1931,EXC
1932,EXC
1933,FAIL
1934,EXC
1935,EXC
1936,EXC
1937,FAIL
1938,LIVE
1939,EXC
1940,EXC
1941,EXC
1942,FAIL
