loc,num_params,num_local_vars,num_method_calls,num_arith_ops,num_rel_ops,num_logical_ops,num_literals,num_nodes,num_edges,cyclomatic_complexity,num_conditions,num_branches,num_joins,num_loops,num_returns,max_nesting_depth,branch_ratio,has_loop,has_branching,num_unique_lines,num_total_mutants,frac_ROR,frac_AOR,frac_LOR,frac_COR,frac_SOR,frac_ORU,frac_LVR,frac_STD,project_Lang,project_Math
6.0,1.0,0.0,7,0.0,2,0.0,3.0,7.0,8.0,3,2,2,2,0,1.0,2,0.2857,0,1,5,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1,0
4.0,0.0,0.0,4,4.0,1,0.0,4.0,3.0,3.0,2,1,1,1,0,1.0,1,0.3333,0,1,3,28.0,0.1071428571428571,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.0357142857142857,1,0
7.0,0.0,0.0,9,1.0,1,0.0,1.0,3.0,3.0,2,1,2,2,1,1.0,1,0.6189,1,1,3,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,1,0
21.5,0.0,1.0,18,6.0,7,0.0,7.5,14.0,19.0,6,5,6,1,0,1.0,5,0.4286,0,1,14,45.0,0.4222222222222222,0.0888888888888888,0.0,0.0,0.0,0.0,0.2666666666666666,0.1333333333333333,1,0
2.0,0.0,0.0,1,1.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,4.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,1.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
7.0,2.0,1.0,4,0.0,1,0.0,0.0,6.0,4.0,1,1,1,0,0,3.0,1,0.1667,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,0.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
7.0,2.0,1.0,4,0.0,1,0.0,0.0,6.0,4.0,1,1,1,0,0,3.0,1,0.1667,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,1.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
7.0,2.0,1.0,4,0.0,1,0.0,0.0,6.0,4.0,1,1,1,0,0,3.0,1,0.1667,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,1.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
7.0,2.0,1.0,4,0.0,1,0.0,0.0,6.0,4.0,1,1,1,0,0,3.0,1,0.1667,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
7.0,2.0,1.0,4,0.0,1,0.0,0.0,6.0,4.0,1,1,1,0,0,3.0,1,0.1667,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
7.0,2.0,1.0,4,0.0,1,0.0,0.0,6.0,4.0,1,1,1,0,0,3.0,1,0.1667,0,1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
21.5,1.0,7.5,18,7.5,10,2.5,7.5,25.5,29.5,6,5,6,5,0,3.5,5,0.2,0,1,18,50.5,0.2146118721461187,0.2009132420091324,0.0,0.365296803652968,0.0,0.0,0.2191780821917808,0.0,1,0
4.0,1.0,0.0,3,0.0,1,0.0,0.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
7.0,1.0,1.0,7,3.0,4,0.0,4.0,8.0,8.0,2,2,3,1,2,3.0,2,0.375,1,1,6,21.0,0.4285714285714285,0.1904761904761904,0.0,0.0,0.0,0.0,0.3809523809523809,0.0,1,0
7.0,1.0,1.0,8,2.0,1,0.0,1.0,8.0,8.0,2,2,3,1,2,3.0,2,0.375,1,1,6,12.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.0,1,0
4.0,1.0,0.0,3,0.0,1,0.0,0.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
4.0,1.0,0.0,3,0.0,1,0.0,0.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
4.0,1.0,0.0,3,0.0,1,0.0,0.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
4.0,1.0,0.0,3,0.0,1,0.0,0.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
6.0,1.0,0.0,6,0.0,1,0.0,1.0,6.0,6.0,2,2,2,1,0,2.0,2,0.3333,0,1,5,3.0,0.3333333333333333,0.0,0.0,0.4166666666666665,0.0,0.0,0.0,0.0,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
12.0,1.0,2.0,9,2.0,4,0.0,5.0,15.0,18.0,5,4,5,3,2,2.0,4,0.3333,1,1,11,18.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0555555555555555,1,0
12.0,1.0,2.0,9,2.0,4,0.0,5.0,15.0,18.0,5,4,5,3,2,2.0,4,0.3333,1,1,11,18.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0555555555555555,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
10.0,1.0,2.0,7,2.0,4,0.0,5.0,13.0,16.0,5,3,4,3,2,1.0,3,0.3077,1,1,9,16.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.375,0.0625,1,0
12.0,1.0,2.0,9,2.0,4,0.0,5.0,15.0,18.0,5,4,5,3,2,2.0,4,0.3333,1,1,11,18.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0555555555555555,1,0
12.0,1.0,2.0,9,2.0,4,0.0,5.0,15.0,18.0,5,4,5,3,2,2.0,4,0.3333,1,1,11,18.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0555555555555555,1,0
21.5,1.0,7.5,18,7.5,10,2.5,7.5,25.5,29.5,6,5,6,4,3,3.5,5,0.3793,1,1,18,50.5,0.3778625954198473,0.0610687022900763,0.0,0.3816793893129771,0.0,0.0,0.1450381679389313,0.0343511450381679,1,0
2.0,1.0,0.0,2,0.0,0,0.0,0.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
2.0,3.0,2.0,2,0.0,0,0.0,2.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,2.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
2.0,1.0,0.0,2,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,1,0
21.5,3.5,7.0,18,7.5,10,2.5,7.5,25.5,29.5,6,5,6,5,1,2.0,5,0.3333,1,1,18,50.5,0.2716049382716049,0.1481481481481481,0.0,0.2530864197530864,0.0,0.0,0.2345679012345679,0.0925925925925925,1,0
4.0,2.0,1.0,5,0.0,1,0.0,2.0,3.0,2.0,1,1,3,2,2,2.0,1,0.6189,1,1,3,7.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,1,0
4.0,2.0,1.0,4,0.0,1,0.0,3.0,3.0,2.0,1,1,3,2,2,2.0,1,0.6189,1,1,3,11.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,1,0
8.0,3.0,4.0,6,0.0,1,0.0,0.0,7.0,7.0,2,1,1,1,0,1.0,1,0.1429,0,1,7,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857142857,1,0
4.0,1.0,1.0,6,0.0,0,0.0,0.0,3.0,2.0,1,0,0,0,0,1.0,0,0.0,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857142857,1,0
4.0,0.0,0.0,4,0.0,1,0.0,0.0,3.0,3.0,2,1,1,1,0,1.0,1,0.3333,0,1,3,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857142857,1,0
13.0,3.0,2.0,8,0.0,5,0.0,1.0,22.0,24.0,4,3,3,3,0,0.0,3,0.1364,0,1,13,7.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1,0
7.0,0.0,2.0,6,2.0,3,0.0,2.0,7.0,8.0,3,0,1,1,1,0.0,0,0.1429,1,1,6,10.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.3,1,0
17.0,3.0,6.0,15,1.0,3,0.0,1.0,18.0,20.0,4,3,4,4,1,1.0,3,0.2222,1,1,15,8.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857142857,1,0
19.0,3.5,7.0,17,1.0,3,0.0,1.0,18.0,20.0,4,3,4,4,1,1.0,3,0.2222,1,1,15,8.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857142857,1,0
21.5,0.0,7.5,18,3.0,10,0.0,7.5,25.5,29.5,6,5,6,5,2,1.0,4,0.122,1,1,18,50.5,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.4923076923076923,0.0461538461538461,1,0
21.5,2.0,7.0,18,7.5,10,2.5,6.0,25.5,29.5,6,5,6,4,3,1.0,3,0.25,1,1,18,50.5,0.3888888888888889,0.1481481481481481,0.0,0.2407407407407407,0.0,0.0,0.1203703703703703,0.1018518518518518,1,0
6.0,2.0,1.0,6,0.0,0,0.0,0.0,5.0,5.0,2,1,1,1,0,1.0,1,0.2,0,1,5,5.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.357142857142857,1,0
6.0,2.0,3.0,3,2.0,1,0.0,1.0,7.0,7.0,2,0,1,1,2,1.0,0,0.1429,1,1,5,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,1,0
13.0,1.0,1.0,6,0.0,6,2.5,0.0,6.0,5.0,1,2,2,1,1,3.0,2,0.3333,1,1,6,44.0,0.2727272727272727,0.0,0.0,0.4166666666666665,0.0,0.0,0.0909090909090909,0.0,1,0
8.0,0.0,1.0,4,0.0,0,0.0,5.0,7.0,6.0,1,0,3,3,3,1.0,0,0.4286,1,1,7,19.0,0.0,0.0,0.0,0.2105263157894736,0.0,0.0,0.5263157894736842,0.2631578947368421,1,0
3.0,1.0,0.0,3,0.0,0,0.0,0.0,2.0,1.0,1,0,0,0,0,0.0,0,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857142857,1,0
2.0,1.0,0.0,2,0.0,2,1.0,1.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,9.0,0.3333333333333333,0.0,0.0,0.4166666666666665,0.0,0.0,0.2222222222222222,0.0,1,0
12.0,1.0,3.0,11,4.0,2,0.0,3.0,13.0,14.0,3,3,4,2,2,3.0,2,0.3077,1,1,11,17.0,0.3529411764705882,0.0,0.0,0.2352941176470588,0.0,0.0,0.3529411764705882,0.0588235294117647,1,0
8.0,1.0,2.0,7,2.0,4,1.0,2.0,9.0,9.0,2,2,3,1,2,3.0,2,0.3333,1,1,7,20.0,0.45,0.0,0.0,0.15,0.0,0.0,0.4,0.0,1,0
2.0,1.0,0.0,2,0.0,1,0.0,0.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3.0,1.0,1.0,3,0.0,0,0.0,0.0,2.0,1.0,1,0,0,0,0,1.0,0,0.0,0,0,2,2.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.0,0.0,1,0
2.0,1.0,0.0,2,0.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
5.0,2.0,1.0,5,0.0,0,0.0,0.0,4.0,3.0,1,1,1,0,0,2.0,1,0.25,0,1,4,3.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.0,0.3333333333333333,1,0
5.0,1.0,0.0,4,0.0,2,0.0,1.0,4.0,3.0,1,1,1,0,0,2.0,1,0.25,0,1,4,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,1,0
2.0,1.0,0.0,2,0.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0,1.0,0,0.0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
14.0,2.0,3.0,13,5.0,7,2.5,4.0,12.0,14.0,4,3,5,3,2,3.0,3,0.4167,1,1,12,35.0,0.4,0.0,0.0,0.3142857142857143,0.0,0.0,0.2285714285714285,0.0571428571428571,1,0
13.0,2.0,2.0,13,7.0,7,2.5,7.5,11.0,13.0,4,3,5,3,2,3.0,3,0.4545,1,1,11,50.5,0.2745098039215686,0.1568627450980392,0.0,0.2156862745098039,0.0,0.0,0.3137254901960784,0.0392156862745098,1,0
8.0,2.0,2.0,4,2.0,3,1.0,2.0,9.0,9.0,2,1,2,1,2,2.0,1,0.2222,1,1,7,14.0,0.4285714285714285,0.0,0.0,0.2142857142857142,0.0,0.0,0.2857142857142857,0.0714285714285714,1,0
2.0,2.0,1.0,2,0.0,2,0.0,0.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
2.0,2.0,1.0,2,0.0,2,0.0,0.0,1.0,0.0,1,0,1,1,1,1.0,0,0.6189,1,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
4.0,2.0,1.0,4,1.0,0,0.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,4.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.5,0.0,1,0
4.0,3.0,2.0,4,1.0,0,0.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,4.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.5,0.0,1,0
4.0,2.0,1.0,3,1.0,2,1.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,8.0,0.25,0.0,0.0,0.4166666666666665,0.0,0.0,0.25,0.0,1,0
14.0,3.0,4.0,7,3.0,6,2.0,6.0,12.0,12.0,2,3,4,1,1,3.5,3,0.3333,1,1,12,39.0,0.3333333333333333,0.1025641025641025,0.0,0.2051282051282051,0.0,0.0,0.3076923076923077,0.0512820512820512,1,0
6.0,3.0,2.0,7,1.0,4,2.0,2.0,5.0,4.0,1,2,3,1,1,3.0,2,0.6,1,1,5,19.0,0.3684210526315789,0.0,0.0,0.4166666666666665,0.0,0.0,0.2105263157894736,0.0,1,0
4.0,2.0,1.0,4,1.0,0,0.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,4.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.5,0.0,1,0
4.0,3.0,2.0,4,1.0,0,0.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,4.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.5,0.0,1,0
4.0,2.0,1.0,3,1.0,2,1.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,8.0,0.25,0.0,0.0,0.4166666666666665,0.0,0.0,0.25,0.0,1,0
4.0,3.0,2.0,3,1.0,2,1.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,8.0,0.25,0.0,0.0,0.4166666666666665,0.0,0.0,0.25,0.0,1,0
4.0,2.0,1.0,4,0.0,1,0.0,1.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,8.0,0.375,0.0,0.0,0.25,0.0,0.0,0.375,0.0,1,0
4.0,2.0,1.0,3,0.0,3,1.0,1.0,3.0,2.0,1,1,1,0,0,2.0,1,0.3333,0,1,3,12.0,0.4166666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,1,0
9.0,2.0,4.0,7,3.0,3,1.0,2.0,10.0,10.0,2,2,3,1,2,3.0,2,0.3,1,1,8,23.0,0.217391304347826,0.1739130434782608,0.0,0.2608695652173913,0.0,0.0,0.3478260869565217,0.0,1,0
9.0,2.0,4.0,9,6.0,3,1.0,4.0,12.0,13.0,3,2,4,2,4,3.0,2,0.3333,1,1,8,20.0,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0,1,0
4.0,2.0,1.0,6,1.0,0,1.0,1.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,6.0,0.0,0.0,0.0,0.4166666666666665,0.0,0.0,0.3333333333333333,0.0,1,0
9.0,2.0,4.0,8,4.0,7,2.5,4.0,12.0,13.0,3,2,4,2,4,3.0,2,0.3333,1,1,8,37.0,0.3783783783783784,0.0,0.0,0.3243243243243243,0.0,0.0,0.2972972972972973,0.0,1,0
4.0,2.0,1.0,4,0.0,1,0.0,0.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,0
10.0,2.0,4.0,9,6.0,3,1.0,4.0,14.0,15.0,3,2,4,3,3,3.0,2,0.2857,1,1,9,20.0,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0,1,0
7.0,2.0,2.0,9,4.0,2,1.0,4.0,8.0,8.0,2,2,3,1,2,3.0,2,0.375,1,1,6,18.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,1,0
8.0,2.0,1.0,6,1.0,5,1.0,3.0,7.0,6.0,1,3,3,0,0,3.5,3,0.4286,0,1,7,22.0,0.4090909090909091,0.0,0.0,0.1818181818181818,0.0,0.0,0.4090909090909091,0.0,1,0
4.0,2.0,1.0,4,0.0,2,1.0,0.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,7.0,0.2857142857142857,0.0,0.0,0.4166666666666665,0.0,0.0,0.1428571428571428,0.0,1,0
11.0,2.0,6.0,7,4.0,5,1.0,2.0,14.0,15.0,3,2,4,2,4,3.0,2,0.2857,1,1,10,22.0,0.5,0.0,0.0,0.1818181818181818,0.0,0.0,0.3181818181818182,0.0,1,0
4.0,2.0,1.0,4,0.0,2,1.0,0.0,3.0,2.0,1,1,2,1,1,2.0,1,0.6189,1,1,3,7.0,0.2857142857142857,0.0,0.0,0.4166666666666665,0.0,0.0,0.1428571428571428,0.0,1,0
16.0,2.0,6.0,8,5.0,7,1.0,5.0,17.0,20.0,5,4,5,2,2,2.0,4,0.2941,1,1,15,28.0,0.5,0.0,0.0,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0714285714285714,1,0
14.0,2.0,6.0,6,4.0,5,1.0,4.0,15.0,17.0,4,3,4,2,2,2.0,3,0.2667,1,1,13,21.0,0.4285714285714285,0.0,0.0,0.1904761904761904,0.0,0.0,0.2857142857142857,0.0952380952380952,1,0
10.0,2.0,1.0,8,1.0,4,0.0,3.0,9.0,10.0,3,4,5,3,1,3.0,4,0.5556,1,1,9,22.0,0.4545454545454545,0.1818181818181818,0.0,0.0,0.0,0.0,0.2727272727272727,0.0909090909090909,1,0
16.0,3.0,2.0,13,2.0,7,0.0,6.0,15.0,19.0,6,5,6,5,1,3.0,5,0.5333,1,1,15,44.0,0.4318181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.2727272727272727,0.1136363636363636,1,0
8.0,2.0,1.0,6,0.0,3,0.0,2.0,7.0,6.0,1,3,3,0,0,3.5,3,0.4286,0,1,7,11.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.3636363636363636,0.0,1,0
